[["1:1","Παῦλος","N- ----NSM-","Παῦλος"],
["1:1","καὶ","C- --------","καί"],
["1:1","Σιλουανὸς","N- ----NSM-","Σιλουανός"],
["1:1","καὶ","C- --------","καί"],
["1:1","Τιμόθεος","N- ----NSM-","Τιμόθεος"],
["1:1","τῇ","RA ----DSF-","ὁ"],
["1:1","ἐκκλησίᾳ","N- ----DSF-","ἐκκλησία"],
["1:1","Θεσσαλονικέων","N- ----GPM-","Θεσσαλονικεύς"],
["1:1","ἐν","P- --------","ἐν"],
["1:1","θεῷ","N- ----DSM-","θεός"],
["1:1","πατρὶ","N- ----DSM-","πατήρ"],
["1:1","καὶ","C- --------","καί"],
["1:1","κυρίῳ","N- ----DSM-","κύριος"],
["1:1","Ἰησοῦ","N- ----DSM-","Ἰησοῦς"],
["1:1","Χριστῷ·","N- ----DSM-","Χριστός"],
["1:1","χάρις","N- ----NSF-","χάρις"],
["1:1","ὑμῖν","RP ----DP--","σύ"],
["1:1","καὶ","C- --------","καί"],
["1:1","⸀εἰρήνη.","N- ----NSF-","εἰρήνη"],
["1:2","Εὐχαριστοῦμεν","V- 1PAI-P--","εὐχαριστέω"],
["1:2","τῷ","RA ----DSM-","ὁ"],
["1:2","θεῷ","N- ----DSM-","θεός"],
["1:2","πάντοτε","D- --------","πάντοτε"],
["1:2","περὶ","P- --------","περί"],
["1:2","πάντων","A- ----GPM-","πᾶς"],
["1:2","ὑμῶν","RP ----GP--","σύ"],
["1:2","⸀μνείαν","N- ----ASF-","μνεία"],
["1:2","ποιούμενοι","V- -PMPNPM-","ποιέω"],
["1:2","ἐπὶ","P- --------","ἐπί"],
["1:2","τῶν","RA ----GPF-","ὁ"],
["1:2","προσευχῶν","N- ----GPF-","προσευχή"],
["1:2","ἡμῶν,","RP ----GP--","ἐγώ"],
["1:2","ἀδιαλείπτως","D- --------","ἀδιαλείπτως"],
["1:3","μνημονεύοντες","V- -PAPNPM-","μνημονεύω"],
["1:3","ὑμῶν","RP ----GP--","σύ"],
["1:3","τοῦ","RA ----GSN-","ὁ"],
["1:3","ἔργου","N- ----GSN-","ἔργον"],
["1:3","τῆς","RA ----GSF-","ὁ"],
["1:3","πίστεως","N- ----GSF-","πίστις"],
["1:3","καὶ","C- --------","καί"],
["1:3","τοῦ","RA ----GSM-","ὁ"],
["1:3","κόπου","N- ----GSM-","κόπος"],
["1:3","τῆς","RA ----GSF-","ὁ"],
["1:3","ἀγάπης","N- ----GSF-","ἀγάπη"],
["1:3","καὶ","C- --------","καί"],
["1:3","τῆς","RA ----GSF-","ὁ"],
["1:3","ὑπομονῆς","N- ----GSF-","ὑπομονή"],
["1:3","τῆς","RA ----GSF-","ὁ"],
["1:3","ἐλπίδος","N- ----GSF-","ἐλπίς"],
["1:3","τοῦ","RA ----GSM-","ὁ"],
["1:3","κυρίου","N- ----GSM-","κύριος"],
["1:3","ἡμῶν","RP ----GP--","ἐγώ"],
["1:3","Ἰησοῦ","N- ----GSM-","Ἰησοῦς"],
["1:3","Χριστοῦ","N- ----GSM-","Χριστός"],
["1:3","ἔμπροσθεν","P- --------","ἔμπροσθεν"],
["1:3","τοῦ","RA ----GSM-","ὁ"],
["1:3","θεοῦ","N- ----GSM-","θεός"],
["1:3","καὶ","C- --------","καί"],
["1:3","πατρὸς","N- ----GSM-","πατήρ"],
["1:3","ἡμῶν,","RP ----GP--","ἐγώ"],
["1:4","εἰδότες,","V- -XAPNPM-","οἶδα"],
["1:4","ἀδελφοὶ","N- ----VPM-","ἀδελφός"],
["1:4","ἠγαπημένοι","V- -XPPVPM-","ἀγαπάω"],
["1:4","ὑπὸ","P- --------","ὑπό"],
["1:4","⸀θεοῦ,","N- ----GSM-","θεός"],
["1:4","τὴν","RA ----ASF-","ὁ"],
["1:4","ἐκλογὴν","N- ----ASF-","ἐκλογή"],
["1:4","ὑμῶν,","RP ----GP--","σύ"],
["1:5","ὅτι","C- --------","ὅτι"],
["1:5","τὸ","RA ----NSN-","ὁ"],
["1:5","εὐαγγέλιον","N- ----NSN-","εὐαγγέλιον"],
["1:5","ἡμῶν","RP ----GP--","ἐγώ"],
["1:5","οὐκ","D- --------","οὐ"],
["1:5","ἐγενήθη","V- 3API-S--","γίνομαι"],
["1:5","εἰς","P- --------","εἰς"],
["1:5","ὑμᾶς","RP ----AP--","σύ"],
["1:5","ἐν","P- --------","ἐν"],
["1:5","λόγῳ","N- ----DSM-","λόγος"],
["1:5","μόνον","A- ----ASN-","μόνος"],
["1:5","ἀλλὰ","C- --------","ἀλλά"],
["1:5","καὶ","D- --------","καί"],
["1:5","ἐν","P- --------","ἐν"],
["1:5","δυνάμει","N- ----DSF-","δύναμις"],
["1:5","καὶ","C- --------","καί"],
["1:5","ἐν","P- --------","ἐν"],
["1:5","πνεύματι","N- ----DSN-","πνεῦμα"],
["1:5","ἁγίῳ","A- ----DSN-","ἅγιος"],
["1:5","⸀καὶ","C- --------","καί"],
["1:5","πληροφορίᾳ","N- ----DSF-","πληροφορία"],
["1:5","πολλῇ,","A- ----DSF-","πολύς"],
["1:5","καθὼς","C- --------","καθώς"],
["1:5","οἴδατε","V- 2XAI-P--","οἶδα"],
["1:5","οἷοι","RR ----NPM-","οἷος"],
["1:5","ἐγενήθημεν","V- 1API-P--","γίνομαι"],
["1:5","⸀ἐν","P- --------","ἐν"],
["1:5","ὑμῖν","RP ----DP--","σύ"],
["1:5","δι’","P- --------","διά"],
["1:5","ὑμᾶς·","RP ----AP--","σύ"],
["1:6","καὶ","C- --------","καί"],
["1:6","ὑμεῖς","RP ----NP--","σύ"],
["1:6","μιμηταὶ","N- ----NPM-","μιμητής"],
["1:6","ἡμῶν","RP ----GP--","ἐγώ"],
["1:6","ἐγενήθητε","V- 2API-P--","γίνομαι"],
["1:6","καὶ","C- --------","καί"],
["1:6","τοῦ","RA ----GSM-","ὁ"],
["1:6","κυρίου,","N- ----GSM-","κύριος"],
["1:6","δεξάμενοι","V- -AMPNPM-","δέχομαι"],
["1:6","τὸν","RA ----ASM-","ὁ"],
["1:6","λόγον","N- ----ASM-","λόγος"],
["1:6","ἐν","P- --------","ἐν"],
["1:6","θλίψει","N- ----DSF-","θλῖψις"],
["1:6","πολλῇ","A- ----DSF-","πολύς"],
["1:6","μετὰ","P- --------","μετά"],
["1:6","χαρᾶς","N- ----GSF-","χαρά"],
["1:6","πνεύματος","N- ----GSN-","πνεῦμα"],
["1:6","ἁγίου,","A- ----GSN-","ἅγιος"],
["1:7","ὥστε","C- --------","ὥστε"],
["1:7","γενέσθαι","V- -AMN----","γίνομαι"],
["1:7","ὑμᾶς","RP ----AP--","σύ"],
["1:7","⸀τύπον","N- ----ASM-","τύπος"],
["1:7","πᾶσιν","A- ----DPM-","πᾶς"],
["1:7","τοῖς","RA ----DPM-","ὁ"],
["1:7","πιστεύουσιν","V- -PAPDPM-","πιστεύω"],
["1:7","ἐν","P- --------","ἐν"],
["1:7","τῇ","RA ----DSF-","ὁ"],
["1:7","Μακεδονίᾳ","N- ----DSF-","Μακεδονία"],
["1:7","καὶ","C- --------","καί"],
["1:7","⸀ἐν","P- --------","ἐν"],
["1:7","τῇ","RA ----DSF-","ὁ"],
["1:7","Ἀχαΐᾳ.","N- ----DSF-","Ἀχαΐα"],
